Order Date,Region,Category,Sales,Quantity,Profit
2015-03-16,South,Office Supplies,6354.95,5,3177.475
2015-03-16,West,Furniture,171.96,2,44.7096
2015-03-16,South,Office Supplies,7.38,2,3.3948
2015-03-16,South,Office Supplies,2.74,1,0.7398
2015-03-16,East,Office Supplies,17.52,3,6.3072
2015-03-16,South,Office Supplies,491.55,5,240.8595
2015-03-16,South,Office Supplies,8.34,3,2.1684
2015-03-16,South,Office Supplies,46.74,3,11.685
2015-03-16,West,Furniture,43.13,1,18.1146
2015-03-17,East,Office Supplies,33.82,2,9.1314
2015-03-17,East,Technology,15.02,1,2.7036
2015-03-19,West,Office Supplies,10.9,5,3.597
2015-03-19,West,Technology,3149.93,7,1480.4671
2015-03-19,West,Office Supplies,11.96,2,5.8604
2015-03-19,West,Office Supplies,1247.64,3,349.3392
2015-03-19,West,Office Supplies,40.14,6,19.6686
2015-03-19,West,Office Supplies,33.36,4,8.6736
2015-03-19,West,Office Supplies,14.62,2,6.8714
2015-03-19,South,Office Supplies,14.496,3,4.8924
2015-03-19,West,Office Supplies,17.568,2,6.3684
2015-03-19,West,Technology,453.576,3,39.6879
2015-03-19,Central,Furniture,383.4656,4,-67.6704
2015-03-19,West,Office Supplies,209.7,2,100.656
2015-03-19,Central,Office Supplies,65.584,2,23.7742
2015-03-20,East,Office Supplies,23.99,1,11.995
2015-03-20,West,Office Supplies,29.304,3,2.5641
2015-03-20,East,Office Supplies,1087.936,8,353.5792
2015-03-20,East,Technology,199.98,2,53.9946
2015-03-20,East,Office Supplies,83.92,4,20.1408
2015-03-20,East,Office Supplies,49.848,3,16.8237
2015-03-20,Central,Office Supplies,18.864,9,6.1308
2015-03-20,Central,Office Supplies,51.84,8,24.8832
2015-03-20,Central,Office Supplies,2.512,2,-4.396
2015-03-21,South,Office Supplies,12.843,3,-9.8463
2015-03-21,South,Office Supplies,295.456,14,96.0232
2015-03-21,South,Office Supplies,962.08,4,156.338
2015-03-22,South,Office Supplies,150.408,9,-33.8418
2015-03-22,South,Technology,447.944,7,89.5888
2015-03-22,West,Office Supplies,105.52,4,48.5392
2015-03-22,Central,Office Supplies,14.112,9,-21.168
2015-03-22,South,Office Supplies,19.56,4,5.4768
2015-03-22,Central,Technology,18.392,1,5.2877
2015-03-22,Central,Office Supplies,129.568,2,-25.9136
2015-03-22,West,Technology,15.984,2,1.1988
2015-03-22,West,Technology,1487.976,3,185.997
2015-03-22,West,Furniture,91.96,2,15.6332
2015-03-23,South,Office Supplies,27.92,4,0.5584
2015-03-23,Central,Furniture,107.772,2,-29.2524
2015-03-23,South,Office Supplies,31.56,4,14.202
2015-03-23,West,Office Supplies,33.36,4,16.68
2015-03-23,West,Technology,239.97,3,86.3892
2015-03-23,West,Office Supplies,192.72,11,92.5056
2015-03-24,South,Office Supplies,6.992,2,0.5244
2015-03-24,West,Furniture,46.9,5,13.132
2015-03-24,Central,Furniture,359.058,3,-35.9058
2015-03-26,East,Technology,16.776,3,5.0328
2015-03-26,West,Furniture,3393.68,8,610.8624
2015-03-26,East,Office Supplies,1085.42,7,282.2092
2015-03-26,East,Office Supplies,13.11,3,3.4086
2015-03-26,East,Office Supplies,40.032,6,12.51
2015-03-26,South,Office Supplies,74.352,3,23.235
2015-03-27,West,Office Supplies,83.7,5,3.348
2015-03-28,East,Office Supplies,22.92,3,11.2308
2015-03-28,East,Office Supplies,15.552,3,5.4432
2015-03-28,East,Office Supplies,5.232,1,1.7004
2015-03-28,West,Office Supplies,33.4,5,16.032
2015-03-28,West,Technology,166.24,1,24.936
2015-03-29,West,Office Supplies,73.28,4,21.2512
2015-03-29,South,Office Supplies,5.56,2,1.4456
2015-03-29,West,Office Supplies,9.87,3,4.5402
2015-03-29,East,Office Supplies,17.64,4,8.1144
2015-03-29,West,Furniture,19.92,3,9.5616
2015-03-29,West,Technology,53.25,3,20.7675
2015-03-29,South,Furniture,1166.92,5,131.2785
2015-03-29,West,Office Supplies,212.64,6,99.9408
2015-03-30,Central,Office Supplies,23.52,5,8.526
2015-03-30,Central,Technology,180.96,5,13.572
2015-03-30,Central,Furniture,366.744,4,-110.0232
2015-03-31,Central,Furniture,22.38,3,-7.833
2015-03-31,Central,Office Supplies,98.376,3,35.6613
2015-03-31,South,Technology,79.96,5,27.986
2015-04-02,West,Technology,71.976,3,24.2919
2015-04-02,Central,Office Supplies,9.156,3,-13.734
2015-04-02,West,Technology,87.8,5,32.925
2015-04-02,Central,Office Supplies,32.192,2,-80.48
2015-04-02,Central,Technology,50.12,7,-0.6265
2015-04-02,Central,Technology,47.976,3,1.7991
2015-04-04,East,Furniture,108.4,2,22.764
2015-04-04,Central,Office Supplies,12.76,2,5.8696
2015-04-04,East,Office Supplies,11.16,2,4.3524
2015-04-04,Central,Office Supplies,5.84,2,2.628
2015-04-04,Central,Office Supplies,644.076,2,107.346
2015-04-04,Central,Technology,599.98,2,209.993
2015-04-04,Central,Technology,10.95,1,0.438
2015-04-04,East,Office Supplies,82.344,3,27.7911
2015-04-04,East,Office Supplies,9.088,4,3.2944
2015-04-05,South,Office Supplies,157.794,1,-115.7156
2015-04-05,West,Technology,239.94,6,26.3934
2015-04-05,West,Furniture,892.224,3,89.2224
2015-04-05,East,Technology,41.988,2,-9.7972
2015-04-05,East,Office Supplies,10.428,4,-6.952
2015-04-05,East,Furniture,352.45,5,-211.47
2015-04-05,West,Office Supplies,23.84,8,6.4368
2015-04-05,East,Office Supplies,563.808,4,21.1428
2015-04-05,East,Office Supplies,98.112,7,18.396
2015-04-05,East,Furniture,7.584,1,2.37
2015-04-05,East,Office Supplies,23.904,6,7.7688
2015-04-05,East,Technology,14.85,5,-3.2175
2015-04-05,East,Furniture,547.136,4,-68.392
2015-04-06,Central,Office Supplies,7.968,2,2.8884
2015-04-06,Central,Office Supplies,6.9,3,-12.075
2015-04-06,Central,Office Supplies,9.648,6,-16.884
2015-04-06,Central,Technology,25.488,2,4.4604
2015-04-06,Central,Office Supplies,42.048,9,5.256
2015-04-06,South,Office Supplies,47.952,3,16.1838
2015-04-07,Central,Technology,383.952,6,47.994
2015-04-07,Central,Office Supplies,463.248,8,-1181.2824
2015-04-07,East,Office Supplies,11.736,3,1.0269
2015-04-07,East,Office Supplies,25.92,4,12.4416
2015-04-07,East,Office Supplies,22.58,2,5.8708
2015-04-09,East,Office Supplies,370.14,3,144.3546
2015-04-09,East,Office Supplies,17.94,3,3.0498
2015-04-09,West,Furniture,369.912,3,-13.8717
2015-04-10,East,Office Supplies,142.04,4,38.3508
2015-04-10,West,Office Supplies,12.832,2,4.3308
2015-04-10,East,Office Supplies,14.67,3,6.0147
2015-04-11,South,Furniture,54.528,3,14.3136
2015-04-11,East,Technology,21.99,1,10.5552
2015-04-11,East,Office Supplies,406.6,5,113.848
2015-04-11,South,Furniture,67.36,2,10.104
2015-04-11,West,Technology,639.968,4,215.9892
2015-04-11,West,Office Supplies,52.76,2,24.2696
2015-04-11,East,Technology,85.14,3,34.9074
2015-04-12,West,Office Supplies,40.74,3,0.4074
2015-04-13,Central,Technology,239.976,3,17.9982
2015-04-13,Central,Furniture,211.372,2,-45.294
2015-04-13,West,Technology,479.92,2,41.993
2015-04-13,West,Furniture,241.568,2,-15.098
2015-04-13,Central,Furniture,609.98,4,-113.282
2015-04-13,West,Technology,199.96,4,69.986
2015-04-13,West,Furniture,710.832,3,-97.7394
2015-04-13,West,Office Supplies,10.744,1,0.8058
2015-04-13,West,Office Supplies,54.816,3,17.8152
2015-04-13,West,Furniture,37.68,2,15.8256
2015-04-13,Central,Office Supplies,17.43,3,8.0178
2015-04-13,West,Office Supplies,31.104,6,10.8864
2015-04-13,West,Office Supplies,75.84,2,29.5776
2015-04-13,West,Technology,258.576,2,19.3932
2015-04-13,West,Office Supplies,12.88,1,0.3864
2015-04-14,West,Office Supplies,35.208,1,2.6406
2015-04-16,South,Technology,569.64,2,148.1064
2015-04-16,East,Office Supplies,45.216,3,4.5216
2015-04-16,East,Office Supplies,7.872,3,1.2792
2015-04-16,South,Office Supplies,9.14,1,4.57
2015-04-16,South,Furniture,1196.86,7,119.686
2015-04-16,South,Furniture,523.26,9,125.5824
2015-04-16,Central,Technology,1439.968,4,485.9892
2015-04-16,Central,Technology,43.56,3,-4.9005
2015-04-16,East,Office Supplies,10.416,7,-2.2134
2015-04-16,East,Office Supplies,12.576,4,4.0872
2015-04-16,East,Technology,118.782,3,-27.7158
2015-04-16,East,Furniture,127.764,2,2.8392
2015-04-16,East,Office Supplies,1.448,1,0.2353
2015-04-16,East,Office Supplies,55.47,5,-46.225
2015-04-17,West,Technology,783.96,5,68.5965
2015-04-17,West,Office Supplies,11.96,2,5.8604
2015-04-17,West,Technology,323.37,3,129.348
2015-04-17,West,Office Supplies,5.56,2,2.224
2015-04-17,West,Office Supplies,1447.65,5,419.8185
2015-04-17,East,Technology,99.6,1,36.852
2015-04-17,East,Office Supplies,62.296,13,21.0249
2015-04-17,East,Office Supplies,10.71,3,2.7846
2015-04-18,South,Technology,106.5,6,41.535
2015-04-18,Central,Office Supplies,15.552,3,5.4432
2015-04-18,West,Office Supplies,947.17,7,9.4717
2015-04-18,Central,Office Supplies,1.476,1,-2.2878
2015-04-18,Central,Technology,244.768,4,24.4768
2015-04-18,Central,Technology,97.968,2,6.123
2015-04-18,Central,Technology,41.424,2,8.2848
2015-04-18,West,Office Supplies,115.44,3,30.0144
2015-04-18,West,Office Supplies,61.96,2,27.882
2015-04-18,Central,Office Supplies,7.872,3,0.8856
2015-04-18,Central,Office Supplies,74.352,3,6.5058
2015-04-18,East,Office Supplies,21.93,3,10.3071
2015-04-18,Central,Office Supplies,4.312,2,-6.8992
2015-04-18,Central,Furniture,89.99,1,17.0981
2015-04-18,Central,Furniture,6.16,2,2.9568
2015-04-18,Central,Furniture,56.686,1,-20.245
2015-04-18,Central,Office Supplies,75.18,6,35.3346
2015-04-18,Central,Office Supplies,38.22,6,17.9634
2015-04-19,Central,Office Supplies,310.392,4,-512.1468
2015-04-19,Central,Office Supplies,19.568,2,-52.8336
2015-04-20,South,Office Supplies,12.96,2,6.2208
2015-04-20,South,Furniture,595.38,6,297.69
2015-04-20,Central,Office Supplies,117.456,3,44.046
2015-04-20,South,Technology,287.97,3,77.7519
2015-04-20,Central,Office Supplies,180.96,2,81.432
2015-04-21,South,Furniture,209.88,3,35.6796
2015-04-21,South,Office Supplies,21.3,3,9.798
2015-04-21,South,Furniture,191.96,2,51.8292
2015-04-21,South,Technology,469.95,5,131.586
2015-04-22,West,Technology,88.776,3,7.7679
2015-04-22,West,Office Supplies,64.14,3,16.6764
2015-04-24,East,Office Supplies,25.99,1,7.5371
2015-04-25,West,Office Supplies,21.34,2,9.8164
2015-04-25,West,Office Supplies,13.944,3,4.5318
2015-04-25,Central,Office Supplies,57.75,5,16.17
2015-04-25,Central,Office Supplies,272.4,5,76.272
2015-04-25,Central,Office Supplies,221.024,2,-55.256
2015-04-25,East,Office Supplies,206.43,3,90.8292
2015-04-25,Central,Furniture,128.058,3,-23.7822
2015-04-26,West,Office Supplies,50.352,3,17.6232
2015-04-26,West,Technology,311.976,3,38.997
2015-04-26,Central,Furniture,408.422,2,-5.8346
2015-04-26,West,Furniture,63.936,3,6.3936
2015-04-26,South,Office Supplies,72.784,1,-18.196
2015-04-26,South,Furniture,97.04,2,1.213
2015-04-26,South,Furniture,831.936,8,-114.3912
2015-04-26,West,Office Supplies,59.52,3,15.4752
2015-04-26,South,Furniture,191.5155,1,-76.6062
2015-04-26,South,Office Supplies,2.624,1,0.4264
2015-04-27,East,Office Supplies,22.74,3,8.8686
2015-04-27,East,Technology,1379.92,8,648.5624
2015-04-27,East,Furniture,1267.53,3,316.8825
2015-04-27,West,Office Supplies,5.84,2,0.73
2015-04-27,West,Office Supplies,43.56,5,3.267
2015-04-28,Central,Office Supplies,23.832,3,2.6811
2015-04-28,Central,Office Supplies,8.652,3,-20.3322
2015-04-28,Central,Office Supplies,186.732,1,41.496
2015-04-28,Central,Office Supplies,3812.97,3,1906.485
2015-04-28,Central,Office Supplies,12.176,4,-18.8728
2015-04-29,East,Office Supplies,7.968,2,2.8884
2015-04-30,East,Technology,1022.97,5,-255.7425
2015-04-30,Central,Furniture,213.115,5,-15.2225
2015-04-30,West,Office Supplies,34.65,3,9.702
2015-04-30,East,Office Supplies,6.48,1,3.1104
2015-04-30,East,Furniture,24.3,5,10.449
2015-04-30,East,Technology,209.5,10,58.66
2015-04-30,West,Technology,19.8,5,1.7325
2015-04-30,East,Furniture,9.48,1,3.792
2015-04-30,East,Furniture,31.4,5,13.188
2015-05-01,South,Office Supplies,41.376,3,4.6548
2015-05-01,South,Office Supplies,172.704,6,10.794
2015-05-01,West,Office Supplies,37.32,3,10.4496
2015-05-01,West,Office Supplies,12.176,1,4.4138
2015-05-01,West,Technology,88.752,3,11.094
2015-05-01,West,Office Supplies,35.06,2,10.518
2015-05-01,South,Furniture,63.552,3,14.2992
2015-05-02,Central,Office Supplies,8.856,3,2.9889
2015-05-02,Central,Technology,158.376,3,13.8579
2015-05-03,East,Furniture,844.116,6,-36.1764
2015-05-03,East,Office Supplies,76.752,3,-9.594
2015-05-03,West,Technology,339.96,4,122.3856
2015-05-03,East,Office Supplies,7.968,2,2.8884
2015-05-03,East,Office Supplies,23.696,2,6.5164
2015-05-03,West,Office Supplies,62.496,2,21.8736
2015-05-03,East,Office Supplies,18.2,7,2.0475
2015-05-03,East,Technology,27.552,3,-0.3444
2015-05-03,West,Office Supplies,8.82,3,2.5578
2015-05-03,East,Office Supplies,59.904,2,14.2272
2015-05-03,West,Office Supplies,49.568,2,17.3488
2015-05-03,West,Furniture,665.88,6,106.5408
2015-05-03,West,Office Supplies,13.848,3,5.193
2015-05-04,Central,Furniture,22.288,7,-8.9152
2015-05-04,Central,Office Supplies,125.93,7,35.2604
2015-05-04,East,Furniture,26.8,2,12.864
2015-05-04,Central,Technology,946.344,7,118.293
2015-05-07,South,Office Supplies,45.68,2,21.0128
2015-05-07,Central,Office Supplies,15.936,4,5.3784
2015-05-07,Central,Furniture,244.006,2,-31.3722
2015-05-08,East,Office Supplies,357.93,3,7.1586
2015-05-08,East,Furniture,127.764,2,21.294
2015-05-08,East,Office Supplies,37.94,2,18.2112
2015-05-08,East,Furniture,79.44,3,30.1872
2015-05-08,Central,Technology,377.97,3,105.8316
2015-05-08,Central,Furniture,123.96,3,11.1564
2015-05-08,East,Office Supplies,19.44,3,9.3312
2015-05-08,East,Furniture,8.352,6,1.2528
2015-05-08,West,Office Supplies,5.248,2,0.5904
2015-05-08,Central,Office Supplies,43.98,2,21.99
2015-05-08,East,Technology,2799.944,7,1014.9797
2015-05-09,South,Office Supplies,48.81,3,23.9169
2015-05-10,Central,Office Supplies,36.784,2,3.6784
2015-05-10,West,Technology,46.688,4,-2.918
2015-05-10,Central,Office Supplies,70.97,5,-191.619
2015-05-11,West,Furniture,191.968,7,16.7972
2015-05-12,West,Office Supplies,25.68,6,11.556
2015-05-12,West,Technology,201.584,2,20.1584
2015-05-12,Central,Technology,619.152,6,69.6546
2015-05-12,Central,Furniture,21.968,4,-15.9268
2015-05-12,West,Office Supplies,14.592,3,4.9248
2015-05-12,East,Office Supplies,36.63,3,9.8901
2015-05-12,Central,Office Supplies,127.904,7,41.5688
2015-05-12,West,Office Supplies,12.84,3,5.778
2015-05-13,Central,Office Supplies,16.0,4,5.6
2015-05-13,Central,Technology,222.384,2,16.6788
2015-05-14,West,Office Supplies,1117.92,4,55.896
2015-05-14,East,Office Supplies,2.696,1,0.8088
2015-05-14,East,Office Supplies,4.896,3,-3.4272
2015-05-14,East,Office Supplies,18.588,2,-13.6312
2015-05-14,East,Office Supplies,97.696,4,31.7512
2015-05-14,West,Furniture,722.352,3,81.2646
2015-05-14,East,Office Supplies,200.984,7,62.8075
2015-05-14,East,Office Supplies,47.36,4,17.76
2015-05-14,East,Office Supplies,198.272,8,17.3488
2015-05-14,West,Furniture,97.568,2,-6.098
2015-05-14,West,Furniture,122.91,3,34.4148
2015-05-14,West,Furniture,509.9575,5,41.9965
2015-05-15,South,Office Supplies,17.94,3,8.7906
2015-05-15,East,Office Supplies,51.968,2,-10.3936
2015-05-16,South,Technology,255.968,4,31.996
2015-05-17,East,Office Supplies,31.5,10,15.12
2015-05-17,Central,Office Supplies,33.28,5,-49.92
2015-05-17,East,Office Supplies,55.6,4,16.124
2015-05-17,Central,Office Supplies,14.088,3,4.9308
2015-05-18,West,Office Supplies,10.86,2,5.3214
2015-05-20,South,Furniture,163.136,4,20.392
2015-05-20,South,Office Supplies,6.408,4,-4.9128
2015-05-21,West,Office Supplies,26.976,4,8.7672
2015-05-21,East,Office Supplies,24.588,2,-18.0312
2015-05-21,Central,Office Supplies,20.768,8,-52.9584
2015-05-22,West,Office Supplies,104.79,7,29.3412
2015-05-22,West,Technology,2973.32,7,334.4985
2015-05-22,West,Office Supplies,8.26,2,3.7996
2015-05-22,West,Technology,775.728,6,58.1796
2015-05-23,Central,Furniture,75.33,9,19.5858
2015-05-23,South,Office Supplies,186.69,3,87.7443
2015-05-23,Central,Office Supplies,850.5,5,245.7
2015-05-23,West,Office Supplies,19.194,7,-12.796
2015-05-23,West,Office Supplies,121.792,4,13.7016
2015-05-23,East,Office Supplies,51.45,3,13.8915
2015-05-24,Central,Office Supplies,7.656,6,-13.0152
2015-05-24,Central,Furniture,602.651,7,-163.5767
2015-05-25,Central,Technology,207.984,2,36.3972
2015-05-25,South,Technology,467.04,4,58.38
2015-05-25,West,Office Supplies,845.728,13,84.5728
2015-05-25,Central,Office Supplies,32.368,7,11.7334
2015-05-25,West,Furniture,14.73,3,4.8609
2015-05-25,Central,Office Supplies,127.96,2,60.1412
2015-05-25,Central,Office Supplies,22.368,2,1.6776
2015-05-25,Central,Office Supplies,21.24,3,8.0712
2015-05-26,Central,Technology,399.54,2,-79.908
2015-05-26,Central,Furniture,105.686,1,-28.6862
2015-05-26,South,Office Supplies,18.272,1,5.9384
2015-05-26,West,Furniture,20.24,1,7.8936
2015-05-26,Central,Furniture,104.93,5,-4.497
2015-05-26,South,Office Supplies,153.728,4,53.8048
2015-05-26,South,Office Supplies,12.224,2,4.4312
2015-05-26,South,Technology,167.944,7,50.3832
2015-05-28,East,Office Supplies,47.82,3,14.346
2015-05-28,West,Office Supplies,6.63,3,1.7901
2015-05-28,East,Office Supplies,6.096,2,2.0574
2015-05-28,East,Office Supplies,13.05,5,6.003
2015-05-28,East,Office Supplies,77.55,5,21.714
2015-05-28,East,Office Supplies,16.24,1,2.436
2015-05-28,East,Technology,45.99,1,13.3371
2015-05-28,East,Office Supplies,535.41,3,160.623
2015-05-28,East,Office Supplies,45.36,7,21.7728
2015-05-29,West,Office Supplies,167.76,5,62.91
2015-05-29,East,Furniture,41.568,4,-4.1568
2015-05-29,East,Furniture,317.058,3,-86.0586
2015-05-29,East,Office Supplies,8.04,5,2.9145
2015-05-29,West,Office Supplies,32.4,5,15.552
2015-05-29,East,Office Supplies,85.056,3,28.7064
2015-05-29,Central,Office Supplies,12.39,3,5.6994
2015-05-29,West,Office Supplies,540.57,3,140.5482
2015-05-30,East,Technology,128.85,3,3.8655
2015-05-30,East,Technology,239.97,3,2.3997
2015-05-30,South,Technology,151.96,4,36.4704
2015-05-30,East,Office Supplies,160.32,2,44.8896
2015-05-31,West,Office Supplies,323.1,2,61.389
2015-05-31,East,Furniture,22.2,6,9.102
2015-05-31,Central,Furniture,51.56,2,-61.872
2015-05-31,Central,Office Supplies,173.488,7,54.215
2015-05-31,Central,Office Supplies,5.904,2,1.9926
2015-05-31,West,Furniture,1406.86,7,140.686
2015-05-31,East,Office Supplies,274.8,5,134.652
2015-05-31,East,Office Supplies,62.18,1,16.7886
2015-05-31,East,Furniture,8.28,2,2.9808
2015-05-31,Central,Furniture,2567.84,8,770.352
2015-05-31,East,Office Supplies,7.56,6,0.3024
2015-05-31,West,Office Supplies,80.88,6,21.0288
2015-05-31,West,Office Supplies,105.52,4,48.5392
2015-05-31,West,Office Supplies,58.38,7,26.271
2015-05-31,South,Office Supplies,10.272,3,1.1556
2015-05-31,Central,Office Supplies,3.564,3,-6.237
2015-05-31,West,Office Supplies,15.75,5,7.56
2015-06-01,West,Office Supplies,11.76,2,5.7624
2015-06-01,Central,Technology,299.98,2,83.9944
2015-06-01,Central,Office Supplies,42.24,10,13.2
2015-06-01,Central,Office Supplies,28.91,7,13.2986
2015-06-01,Central,Technology,41.9,2,11.732
2015-06-01,Central,Office Supplies,5.728,8,-9.1648
2015-06-01,Central,Office Supplies,403.68,6,181.656
2015-06-04,West,Technology,119.98,2,35.994
2015-06-04,East,Office Supplies,30.44,4,14.3068
2015-06-04,East,Furniture,35.28,3,11.9952
2015-06-04,West,Office Supplies,7.38,2,3.4686
2015-06-04,West,Office Supplies,9.26,2,3.0558
2015-06-04,West,Technology,989.97,3,395.988
2015-06-05,East,Furniture,1522.638,9,169.182
2015-06-05,Central,Office Supplies,10.56,2,4.752
2015-06-07,East,Office Supplies,8.016,3,1.002
2015-06-07,East,Office Supplies,25.92,5,9.072
2015-06-07,East,Office Supplies,18.312,4,-12.208
2015-06-07,West,Office Supplies,7.52,5,2.632
2015-06-08,South,Office Supplies,9.0,3,3.15
2015-06-08,South,Furniture,173.208,7,45.4671
2015-06-08,South,Office Supplies,4.448,2,0.3336
2015-06-08,South,Office Supplies,42.24,10,13.2
2015-06-08,South,Office Supplies,516.96,4,-6.462
2015-06-08,South,Office Supplies,173.488,7,54.215
2015-06-08,South,Office Supplies,18.264,2,-13.3936
2015-06-08,Central,Office Supplies,143.128,2,-393.602
2015-06-08,Central,Technology,2.376,3,0.7425
2015-06-09,Central,Office Supplies,12.96,2,6.2208
2015-06-09,South,Office Supplies,64.2,5,-42.8
2015-06-09,South,Office Supplies,38.52,3,-26.964
2015-06-09,South,Office Supplies,113.1,3,56.55
2015-06-09,West,Furniture,355.36,4,92.3936
2015-06-09,West,Technology,140.376,3,8.7735
2015-06-09,South,Technology,72.6,5,-8.1675
2015-06-11,South,Technology,249.584,2,31.198
2015-06-11,South,Furniture,1123.92,5,-182.637
2015-06-11,South,Office Supplies,563.808,4,21.1428
2015-06-11,South,Office Supplies,1036.624,2,51.8312
2015-06-11,South,Office Supplies,78.6,5,-62.88
2015-06-11,South,Furniture,48.672,3,7.3008
2015-06-11,South,Office Supplies,60.768,2,7.596
2015-06-11,South,Office Supplies,3.768,2,-3.14
2015-06-11,South,Office Supplies,32.4,5,15.552
2015-06-11,South,Furniture,29.16,2,10.7892
2015-06-11,South,Office Supplies,56.3,2,15.764
2015-06-11,South,Technology,53.7,6,10.203
2015-06-11,South,Office Supplies,36.26,7,16.6796
2015-06-12,East,Office Supplies,20.736,4,7.2576
2015-06-12,South,Technology,55.984,2,4.1988
2015-06-12,East,Furniture,43.296,2,4.3296
2015-06-12,Central,Office Supplies,24.56,2,6.8768
2015-06-12,East,Office Supplies,29.9,5,5.083
2015-06-13,East,Technology,67.98,2,14.9556
2015-06-13,East,Office Supplies,8.26,2,3.8822
2015-06-13,South,Office Supplies,32.4,5,15.552
2015-06-13,South,Office Supplies,6.48,1,3.1104
2015-06-13,South,Office Supplies,19.14,3,8.8044
2015-06-13,West,Office Supplies,36.624,3,13.734
2015-06-13,South,Office Supplies,24.78,6,6.9384
2015-06-13,East,Office Supplies,3.424,1,0.2996
2015-06-13,South,Technology,899.97,3,314.9895
2015-06-13,East,Office Supplies,29.84,2,13.428
2015-06-14,East,Furniture,51.072,6,5.1072
2015-06-15,West,Office Supplies,9.568,2,2.99
2015-06-15,West,Office Supplies,82.368,2,-19.5624
2015-06-15,West,Furniture,40.256,4,11.0704
2015-06-15,South,Technology,11.672,1,-0.7295
2015-06-15,West,Furniture,364.704,6,-36.4704
2015-06-15,West,Technology,225.576,3,22.5576
2015-06-16,East,Office Supplies,6.208,2,2.1728
2015-06-16,Central,Office Supplies,27.216,3,9.8658
2015-06-16,Central,Office Supplies,28.752,3,9.3444
2015-06-16,Central,Furniture,197.372,2,-25.3764
2015-06-16,East,Technology,133.98,2,33.495
2015-06-16,East,Office Supplies,3050.376,3,1143.891
2015-06-18,South,Office Supplies,450.04,2,58.5052
2015-06-18,South,Office Supplies,34.6,2,16.608
2015-06-18,South,Technology,467.97,3,140.391
2015-06-18,South,Office Supplies,33.02,2,15.8496
2015-06-18,West,Furniture,75.36,5,20.724
2015-06-18,West,Office Supplies,9.156,2,-6.104
2015-06-18,West,Office Supplies,4.536,7,-3.3264
2015-06-18,West,Office Supplies,11.952,3,4.3326
2015-06-18,South,Furniture,60.84,3,19.4688
2015-06-18,South,Office Supplies,13.632,4,3.5784
2015-06-18,West,Office Supplies,51.98,2,15.0742
2015-06-18,South,Office Supplies,6.129,3,-4.4946
2015-06-18,South,Office Supplies,20.736,4,7.2576
2015-06-18,South,Furniture,643.136,4,56.2744
2015-06-19,East,Office Supplies,5.904,2,1.9926
2015-06-19,West,Furniture,12.56,2,4.0192
2015-06-19,West,Office Supplies,6.48,1,3.1104
2015-06-19,Central,Office Supplies,228.92,5,14.3075
2015-06-19,West,Office Supplies,186.69,3,87.7443
2015-06-19,Central,Office Supplies,5.792,2,-9.5568
2015-06-20,East,Technology,319.984,2,91.9954
2015-06-20,West,Technology,125.976,3,47.241
2015-06-20,West,Furniture,257.64,6,100.4796
2015-06-20,West,Technology,125.944,7,15.743
2015-06-21,South,Technology,107.976,3,37.7916
2015-06-22,East,Office Supplies,1217.568,2,456.588
2015-06-22,West,Office Supplies,4.96,4,2.3312
2015-06-22,Central,Furniture,796.425,7,-525.6405
2015-06-23,West,Technology,201.568,4,22.6764
2015-06-23,West,Technology,143.976,3,8.9985
2015-06-23,West,Office Supplies,5.43,3,1.7919
2015-06-23,South,Furniture,27.42,3,9.3228
2015-06-23,West,Technology,217.584,2,19.0386
2015-06-23,South,Technology,75.0,3,18.0
2015-06-23,South,Office Supplies,165.98,1,74.691
2015-06-25,East,Office Supplies,78.256,2,-17.6076
2015-06-25,West,Office Supplies,304.23,3,9.1269
2015-06-25,East,Office Supplies,31.104,6,10.8864
2015-06-25,West,Furniture,204.85,5,57.358
2015-06-25,Central,Office Supplies,47.952,3,16.1838
2015-06-25,West,Office Supplies,88.752,3,27.735
2015-06-25,Central,Office Supplies,0.984,2,-1.476
2015-06-25,Central,Furniture,75.384,9,-20.7306
2015-06-25,Central,Office Supplies,4.608,2,1.6704
2015-06-25,West,Office Supplies,20.96,2,5.24
2015-06-26,South,Furniture,332.94,3,79.9056
2015-06-26,South,Office Supplies,143.96,4,69.1008
2015-06-26,Central,Technology,971.88,3,109.3365
2015-06-26,East,Office Supplies,43.056,9,15.6078
2015-06-26,South,Office Supplies,43.04,8,21.0896
2015-06-26,Central,Technology,41.9,2,8.799
2015-06-26,South,Office Supplies,15.42,1,4.1634
2015-06-28,East,Office Supplies,15.552,3,5.4432
2015-06-28,East,Furniture,482.94,6,-376.6932
2015-06-28,West,Furniture,621.76,4,46.632
2015-06-28,West,Office Supplies,5.904,2,1.9926
2015-06-28,South,Office Supplies,140.75,5,42.225
2015-06-28,South,Office Supplies,119.56,2,54.9976
2015-06-29,East,Office Supplies,24.96,4,11.232
2015-06-29,Central,Technology,269.98,2,72.8946
2015-06-29,East,Furniture,20.104,1,1.7591
2015-06-29,East,Furniture,117.882,1,1.3098
2015-07-02,Central,Furniture,382.116,6,-92.7996
2015-07-02,Central,Office Supplies,68.6,5,6.0025
2015-07-02,Central,Furniture,408.422,2,-5.8346
2015-07-02,Central,Office Supplies,435.504,3,48.9942
2015-07-02,South,Technology,74.24,1,8.352
2015-07-02,Central,Office Supplies,11.168,2,3.7692
2015-07-02,South,Furniture,159.84,10,45.954
2015-07-02,Central,Office Supplies,32.784,4,-85.2384
